county,ai_name,AIused,year
HAMILTON,CHLORPYRIFOS,8.078056,2009
HAMILTON,ISOFENPHOS,1.5466,2009
HAMILTON,PROPETAMPHOS,0.02835,2009
HAMILTON,TRICHLORFON,52.08,2009
HERKIMER,ACEPHATE,7.00E-04,2009
HERKIMER,CHLORPYRIFOS,1.026608,2009
HERKIMER,GLYPHOSATE,11.55585,2009
InvalidCounty,ACEPHATE,0.3,2009
InvalidCounty,TRICHLORFON,30.49222,2009
JEFFERSON,ACEPHATE,0.3,2009
JEFFERSON,CHLORPYRIFOS,2.9144,2009
JEFFERSON,DIAZINON,0.2574,2009
JEFFERSON,GLYPHOSATE,260.0589,2009
KINGS,ACEPHATE,52.65284,2009
KINGS,CHLORPYRIFOS,27.0396,2009
KINGS,DICHLORVOS,2.84839,2009
KINGS,DICROTOPHOS,0.123,2009
KINGS,FENITROTHION,0.00238,2009
KINGS,GLYPHOSATE,0.39054,2009
KINGS,METHAMIDOPHOS,0.052,2009
KINGS,PROPETAMPHOS,3.05235,2009
KINGS,RONNEL,2.50E-05,2009
KINGS,TRICHLORFON,20.8334,2009
LEWIS,ACEPHATE,0.03,2009
LEWIS,CHLORPYRIFOS,0.55,2009
LEWIS,GLYPHOSATE,65.5385,2009
LIVINGSTON,CHLORPYRIFOS,25.29252,2009
LIVINGSTON,DICHLORVOS,0.00216,2009
LIVINGSTON,DIMETHOATE,1.479,2009
LIVINGSTON,GLYPHOSATE,201.73435,2009
LIVINGSTON,TRICHLORFON,2.914,2009
MADISON,ACEPHATE,0.0454,2009
MADISON,CHLORPYRIFOS,0.99503,2009
MADISON,GLYPHOSATE,120.99285,2009
MADISON,PHOSMET,8.4,2009
MADISON,TRICHLORFON,0.93,2009
MONROE,ACEPHATE,2.42172,2009
MONROE,CHLORPYRIFOS,9.58103,2009
MONROE,DIAZINON,0.0022,2009
MONROE,DICHLORVOS,0.16996,2009
MONROE,DICROTOPHOS,0.1558,2009
MONROE,DIMETHOATE,2.42295,2009
MONROE,DISULFOTON,0.432,2009
MONROE,FENAMIPHOS,12.5,2009
MONROE,GLYPHOSATE,19.1265,2009
MONROE,ISOFENPHOS,0.002,2009
MONROE,PARATHION,6.5467,2009
MONROE,PHORATE,0.018,2009
MONROE,PROPETAMPHOS,0.12474,2009
MONROE,RONNEL,8.90E-05,2009
MONROE,TRICHLORFON,1758.26424,2009
MONTGOMERY,DICHLORVOS,2.1483,2009
MONTGOMERY,TRICHLORFON,2.697,2009
NASSAU,ACEPHATE,74.65162,2009
NASSAU,BENSULIDE,846.58296,2009
NASSAU,CHLORPYRIFOS,219.713969,2009
NASSAU,DIAZINON,13.1796,2009
NASSAU,DICHLORVOS,1.49829,2009
NASSAU,DICROTOPHOS,0.0082,2009
NASSAU,DISULFOTON,0.08,2009
NASSAU,ISOFENPHOS,8.325,2009
NASSAU,OXYDEMETON-METHYL,0.005,2009
NASSAU,PHOSMET,1.4,2009
NASSAU,PROPETAMPHOS,6.36552,2009
NASSAU,TRICHLORFON,7386.84497,2009
NEWYORK,ACEPHATE,43.82506,2009
NEWYORK,CHLORPYRIFOS,0.1857625,2009
NEWYORK,DIAZINON,0.00224,2009
NEWYORK,DICHLORVOS,20.249788,2009
NEWYORK,DICROTOPHOS,0.0246,2009
NEWYORK,DISULFOTON,0.1201,2009
NEWYORK,FENTHION,0.1805,2009
NEWYORK,PARATHION,0.0155,2009
NEWYORK,PROPETAMPHOS,37.81512,2009
NEWYORK,RONNEL,2.50E-05,2009
NEWYORK,TRICHLORFON,34.282,2009
NIAGARA,ACEPHATE,31.2696,2009
NIAGARA,AZINPHOS-METHYL,7.5,2009
NIAGARA,CHLORPYRIFOS,5.320516,2009
NIAGARA,DICROTOPHOS,0.2296,2009
NIAGARA,DIMETHOATE,2.29245,2009
NIAGARA,DISULFOTON,0.02,2009
NIAGARA,GLYPHOSATE,107.9325,2009
NIAGARA,OXYDEMETON-METHYL,1.25,2009
NIAGARA,PHOSMET,30.8,2009
NIAGARA,PROPETAMPHOS,0.00945,2009
NIAGARA,TRICHLORFON,97.97736,2009
ONEIDA,ACEPHATE,0.3561,2009
ONEIDA,BENSULIDE,3.145,2009
ONEIDA,CHLORPYRIFOS,6.739918,2009
ONEIDA,DIAZINON,0.0069,2009
ONEIDA,DICROTOPHOS,0.0246,2009
ONEIDA,GLYPHOSATE,210.09015,2009
ONEIDA,ISOFENPHOS,7.844,2009
ONEIDA,TRICHLORFON,76.57,2009
ONONDAGA,ACEPHATE,4.3076,2009
ONONDAGA,CHLORPYRIFOS,20.60425,2009
ONONDAGA,DICHLORVOS,0.03162,2009
ONONDAGA,DICROTOPHOS,0.123,2009
ONONDAGA,EPN,5.00E-04,2009
ONONDAGA,GLYPHOSATE,194.10567,2009
ONONDAGA,PARATHION,0.0195,2009
ONONDAGA,TRICHLORFON,137.23018,2009
ONTARIO,ACEPHATE,20.16696,2009
ONTARIO,CHLORPYRIFOS,35.85624,2009
ONTARIO,CHLORPYRIFOS-METHYL,1.06272,2009
ONTARIO,DICROTOPHOS,0.0082,2009
ONTARIO,DISULFOTON,0.141,2009
ONTARIO,GLYPHOSATE,24.74965,2009
ONTARIO,PHOSMET,592.438,2009
ONTARIO,PIRIMIPHOS-METHYL,0.2337,2009
ONTARIO,TRICHLORFON,154.9323,2009
ORANGE,ACEPHATE,30.3023,2009
ORANGE,BENSULIDE,12.0244,2009
ORANGE,CHLORPYRIFOS,13.73482,2009
ORANGE,DICHLORVOS,3.68964,2009
ORANGE,PROPETAMPHOS,0.00189,2009
ORANGE,TRICHLORFON,318.84576,2009
ORLEANS,CHLORPYRIFOS,0.00449,2009
ORLEANS,DIMETHOATE,0.6351,2009
ORLEANS,GLYPHOSATE,11.275,2009
ORLEANS,TRICHLORFON,1.19412,2009
OSWEGO,CHLORPYRIFOS,0.0132,2009
OSWEGO,DIAZINON,0.0138,2009
OSWEGO,DICROTOPHOS,0.0082,2009
OSWEGO,DIMETHOATE,11.5275,2009
OSWEGO,GLYPHOSATE,22.4147,2009
OTSEGO,ACEPHATE,0.2344,2009
OTSEGO,CHLORPYRIFOS,2.2236,2009
OTSEGO,GLYPHOSATE,20.31334,2009
OTSEGO,TRICHLORFON,12.88732,2009
PUTNAM,ACEPHATE,2.4672,2009
PUTNAM,DICHLORVOS,0.24924,2009
PUTNAM,DICROTOPHOS,0.0164,2009
PUTNAM,TRICHLORFON,65.664,2009
QUEENS,ACEPHATE,113.28954,2009
QUEENS,BENSULIDE,37.6125,2009
QUEENS,CHLORPYRIFOS,22.69375,2009
QUEENS,DICHLORVOS,6.05086,2009
QUEENS,OXYDEMETON-METHYL,0.065,2009
QUEENS,PROPETAMPHOS,4.87998,2009
QUEENS,RONNEL,2.50E-05,2009
QUEENS,TRICHLORFON,67.8657,2009
RENSSELAER,BENSULIDE,12.58,2009
RENSSELAER,CHLORPYRIFOS,4.91955,2009
RENSSELAER,FENITROTHION,0.001,2009
RENSSELAER,PROPETAMPHOS,0.02457,2009
RENSSELAER,TRICHLORFON,20.72226,2009
RICHMOND,ACEPHATE,1.25766,2009
RICHMOND,DICHLORVOS,0.34178,2009
RICHMOND,GLYPHOSATE,1.46028,2009
RICHMOND,PROPETAMPHOS,0.72765,2009
RICHMOND,TRICHLORFON,31.32178,2009
ROCKLAND,ACEPHATE,9.851129,2009
ROCKLAND,BENSULIDE,47.1435,2009
ROCKLAND,CHLORPYRIFOS,21.69157,2009
ROCKLAND,DICHLORVOS,5.4424,2009
ROCKLAND,DICROTOPHOS,0.041,2009
ROCKLAND,FENITROTHION,0.0045,2009
ROCKLAND,GLYPHOSATE,0.1415,2009
ROCKLAND,PROPETAMPHOS,0.32886,2009
ROCKLAND,RONNEL,1.00E-04,2009
ROCKLAND,TRICHLORFON,383.84077,2009
SARATOGA,ACEPHATE,0.040842,2009
SARATOGA,BENSULIDE,1.84,2009
SARATOGA,CHLORPYRIFOS,6.587226,2009
SARATOGA,DICHLORVOS,0.13566,2009
SARATOGA,GLYPHOSATE,0.05943,2009
SARATOGA,PARATHION,0.304,2009
SARATOGA,PHOSMET,1.365,2009
SARATOGA,RONNEL,0.05415,2009
SARATOGA,TRICHLORFON,355.3526,2009
SCHENECTADY,ACEPHATE,0.019071,2009
SCHENECTADY,BENSULIDE,3.145,2009
SCHENECTADY,CHLORPYRIFOS,1.5033,2009
SCHENECTADY,DICHLORVOS,0.74772,2009
SCHENECTADY,GLYPHOSATE,0.00849,2009
SCHENECTADY,PROPETAMPHOS,0.05859,2009
SCHENECTADY,TRICHLORFON,44.354,2009
SCHOHARIE,ACEPHATE,0.02,2009
SCHOHARIE,DIAZINON,0.00672,2009
SCHOHARIE,GLYPHOSATE,3.64504,2009
SCHUYLER,CHLORFENVINPHOS,1.44,2009
SCHUYLER,CHLORPYRIFOS-METHYL,0.79272,2009
SCHUYLER,DIMETHOATE,0.5133,2009
SCHUYLER,TRICHLORFON,3.906,2009
SENECA,CHLORPYRIFOS,1.72947,2009
SENECA,DICHLORVOS,0.10602,2009
SENECA,GLYPHOSATE,345.87805,2009
SENECA,PHOSMET,58.8,2009
SENECA,RONNEL,5.00E-05,2009
SENECA,TRICHLORFON,1.504,2009
ST.LAWRENCE,CHLORPYRIFOS,17.006002,2009
ST.LAWRENCE,DICROTOPHOS,0.0246,2009
ST.LAWRENCE,GLYPHOSATE,20.60875,2009
STEUBEN,ACEPHATE,1.0058,2009
STEUBEN,BENSULIDE,1.15,2009
STEUBEN,CHLORPYRIFOS,0.027645,2009
STEUBEN,DIMETHOATE,14.11575,2009
STEUBEN,GLYPHOSATE,65.2064,2009
STEUBEN,PROPETAMPHOS,0.00189,2009
STEUBEN,TRICHLORFON,0.93,2009
SUFFOLK,ACEPHATE,479.32136,2009
SUFFOLK,AZINPHOS-METHYL,3.33,2009
SUFFOLK,BENSULIDE,82.581675,2009
SUFFOLK,CHLORPYRIFOS,43.0706475,2009
SUFFOLK,DIAZINON,3.84695,2009
SUFFOLK,DICHLORVOS,0.10058,2009
SUFFOLK,DICROTOPHOS,0.1394,2009
SUFFOLK,DIMETHOATE,0.25665,2009
SUFFOLK,DISULFOTON,6.3113,2009
SUFFOLK,ETHION,7.65,2009
SUFFOLK,MERPHOS,0.02999997,2009
SUFFOLK,MEVINPHOS,0.40035,2009
SUFFOLK,OXYDEMETON-METHYL,0.085,2009
SUFFOLK,PARATHION,0.075,2009
SUFFOLK,PARATHION-METHYL,0.00371,2009
SUFFOLK,PROPETAMPHOS,1.92213,2009
SUFFOLK,TRICHLORFON,4622.39772,2009
SULLIVAN,ACEPHATE,2.836,2009
SULLIVAN,CHLORPYRIFOS,1.70738,2009
SULLIVAN,DICHLORVOS,0.03348,2009
SULLIVAN,DICROTOPHOS,0.0082,2009
SULLIVAN,PROPETAMPHOS,0.01701,2009
SULLIVAN,TRICHLORFON,1.56492,2009
TIOGA,ACEPHATE,1.26,2009
TIOGA,BENSULIDE,19.6,2009
TIOGA,CHLORPYRIFOS,2.56208,2009
TIOGA,GLYPHOSATE,34.76865,2009
TIOGA,TRICHLORFON,17.174,2009
TOMPKINS,ACEPHATE,8.5255,2009
TOMPKINS,CHLORPYRIFOS,2.92812,2009
TOMPKINS,DIAZINON,0.00468,2009
TOMPKINS,DICHLORVOS,0.16399,2009
TOMPKINS,DICROTOPHOS,0.0738,2009
TOMPKINS,GLYPHOSATE,87.74615,2009
TOMPKINS,NALED,0.0058,2009
TOMPKINS,PHOSMET,110.6,2009
TOMPKINS,RONNEL,2.50E-05,2009
TOMPKINS,TRICHLORFON,11.5888,2009
ULSTER,ACEPHATE,3.6528,2009
ULSTER,BENSULIDE,1.725,2009
ULSTER,CHLORPYRIFOS,3.12572,2009
ULSTER,PHOSMET,129.178,2009
ULSTER,PROPETAMPHOS,0.05481,2009
ULSTER,TRICHLORFON,19.84,2009
UnreportedCounty,ACEPHATE,1.4569,2009
UnreportedCounty,DICHLORVOS,0.55242,2009
UnreportedCounty,PROPETAMPHOS,0.17577,2009
UnreportedCounty,TRICHLORFON,103.571,2009
WARREN,ACEPHATE,0.0291,2009
WARREN,CHLORPYRIFOS,0.0088,2009
WARREN,DICHLORVOS,0.01147,2009
WARREN,PHOSMET,5.995,2009
WARREN,RONNEL,0.028675,2009
WARREN,TRICHLORFON,76.508,2009
WASHINGTON,CHLORPYRIFOS,0.8508,2009
WASHINGTON,DICHLORVOS,0.03312,2009
WASHINGTON,GLYPHOSATE,14.1245,2009
WASHINGTON,PHOSMET,2.17,2009
WASHINGTON,RONNEL,0.00375,2009
WASHINGTON,TRICHLORFON,17.98,2009
WAYNE,ACEPHATE,0.2103,2009
WAYNE,CHLORPYRIFOS,25.14801,2009
WAYNE,DIMETHOATE,21.20625,2009
WAYNE,GLYPHOSATE,257.3448,2009
WAYNE,METHAMIDOPHOS,19.8,2009
WAYNE,PARATHION,0.00934,2009
WAYNE,TRICHLORFON,198.31083,2009
WESTCHESTER,ACEPHATE,4333.683577,2009
WESTCHESTER,BENSULIDE,116.454,2009
WESTCHESTER,CHLORPYRIFOS,111.7457578,2009
WESTCHESTER,DIAZINON,9.99482,2009
WESTCHESTER,DICHLORVOS,16.03007,2009
WESTCHESTER,DICROTOPHOS,0.3362,2009
WESTCHESTER,DIMETHOATE,53.6708,2009
WESTCHESTER,DISULFOTON,0.12,2009
WESTCHESTER,FENAMIPHOS,123.5,2009
WESTCHESTER,GLYPHOSATE,0.01415,2009
WESTCHESTER,PARATHION,0.003,2009
WESTCHESTER,PHOSMET,8.995,2009
WESTCHESTER,PROPETAMPHOS,0.92421,2009
WESTCHESTER,RONNEL,0.223445,2009
WESTCHESTER,TEMEPHOS,0.006498,2009
WESTCHESTER,TRICHLORFON,1915.94994,2009
WYOMING,CHLORFENVINPHOS,0.5,2009
WYOMING,CHLORPYRIFOS,3.767576,2009
WYOMING,DIMETHOATE,9.0306,2009
WYOMING,GLYPHOSATE,141.3229,2009
WYOMING,METHAMIDOPHOS,30.268,2009
WYOMING,TRICHLORFON,16.12,2009
YATES,CHLORPYRIFOS,0.00449,2009
YATES,DICROTOPHOS,0.0082,2009
YATES,GLYPHOSATE,6.72605,2009
YATES,TRICHLORFON,0.94178,2009
ALBANY,ACEPHATE,0.278384,2010
ALBANY,BENSULIDE,29.455,2010
ALBANY,CHLORPYRIFOS,3.0151,2010
ALBANY,DICHLORVOS,28.97783,2010
ALBANY,FENAMIPHOS,22.5,2010
ALBANY,GLYPHOSATE,0.01981,2010
ALBANY,PROPETAMPHOS,0.11529,2010
ALBANY,RONNEL,2.50E-05,2010
ALBANY,TRICHLORFON,324.31216,2010
ALLEGANY,DIAZINON,0.00125,2010
ALLEGANY,DIMETHOATE,0.5568,2010
ALLEGANY,GLYPHOSATE,26.322,2010
ALLEGANY,TRICHLORFON,12.4,2010
BRONX,ACEPHATE,29.30074,2010
BRONX,CHLORPYRIFOS,8.5733325,2010
BRONX,DIAZINON,0.00473,2010
BRONX,DICHLORVOS,1.00842,2010
BRONX,FENSULFOTHION,0.001335,2010
BRONX,GLYPHOSATE,2.65454,2010
BRONX,PROPETAMPHOS,1.92402,2010
BRONX,TRICHLORFON,12.736,2010
BROOME,ACEPHATE,0.29648,2010
BROOME,CHLORPYRIFOS,2.6372,2010
BROOME,DIAZINON,0.00224,2010
BROOME,DICHLORVOS,0.2688,2010
BROOME,DICROTOPHOS,0.0082,2010
BROOME,GLYPHOSATE,3.40915,2010
BROOME,TRICHLORFON,88.912,2010
CATTARAUGUS,DICHLORVOS,0.058,2010
CATTARAUGUS,DIMETHOATE,1094.025,2010
CATTARAUGUS,GLYPHOSATE,53.85145,2010
CAYUGA,CHLORPYRIFOS,7.48997,2010
CAYUGA,DIAZINON,0.00315,2010
CAYUGA,DICHLORVOS,0.2385,2010
CAYUGA,DICROTOPHOS,0.0902,2010
CAYUGA,GLYPHOSATE,723.98005,2010
CAYUGA,OXYDEMETON-METHYL,2.1875,2010
CAYUGA,TRICHLORFON,18.383,2010
CHAUTAUQUA,ACEPHATE,6.1397,2010
CHAUTAUQUA,CHLORPYRIFOS,0.006,2010
CHAUTAUQUA,DIAZINON,17.92896,2010
CHAUTAUQUA,DICHLORVOS,0.02418,2010
CHAUTAUQUA,DIMETHOATE,1049.43315,2010
CHAUTAUQUA,GLYPHOSATE,46.47965,2010
CHEMUNG,ACEPHATE,0.81,2010
CHEMUNG,BENSULIDE,0.56,2010
CHEMUNG,DICROTOPHOS,0.0246,2010
CHEMUNG,DIMETHOATE,0.0435,2010
CHEMUNG,TRICHLORFON,112.45498,2010
CHENANGO,ACEPHATE,27.315,2010
CHENANGO,CHLORPYRIFOS,2.986956,2010
CHENANGO,GLYPHOSATE,53.5542,2010
CHENANGO,TRICHLORFON,32.705,2010
CLINTON,ACEPHATE,2.1792,2010
CLINTON,CHLORPYRIFOS,12.21378,2010
CLINTON,DIAZINON,50,2010
CLINTON,DICROTOPHOS,0.0082,2010
CLINTON,TRICHLORFON,32.302,2010
COLUMBIA,ACEPHATE,0.0525,2010
COLUMBIA,BENSULIDE,12.58,2010
COLUMBIA,CHLORPYRIFOS,8.09258,2010
COLUMBIA,DICHLORVOS,17.6651,2010
COLUMBIA,DIMETHOATE,3.5792,2010
COLUMBIA,PHOSMET,4.2,2010
COLUMBIA,TRICHLORFON,13.392,2010
CORTLAND,CHLORPYRIFOS,1.40358,2010
CORTLAND,DICROTOPHOS,0.0164,2010
CORTLAND,GLYPHOSATE,110.4048,2010
CORTLAND,TRICHLORFON,0.651,2010
DELAWARE,CHLORPYRIFOS,0.3752,2010
DELAWARE,GLYPHOSATE,107.09003,2010
DELAWARE,TRICHLORFON,26.38,2010
DUTCHESS,ACEPHATE,6.131,2010
DUTCHESS,BENSULIDE,5.475,2010
DUTCHESS,CHLORPYRIFOS,36.999144,2010
DUTCHESS,DICHLORVOS,0.1749,2010
DUTCHESS,DICROTOPHOS,0.0328,2010
DUTCHESS,GLYPHOSATE,0.1444,2010
DUTCHESS,PARATHION,8.00E-04,2010
DUTCHESS,PHOSMET,9.8,2010
DUTCHESS,PROPETAMPHOS,0.05481,2010
DUTCHESS,TRICHLORFON,284.49014,2010
ERIE,ACEPHATE,0.56446,2010
ERIE,BENSULIDE,0.1518,2010
ERIE,CHLORPYRIFOS,0.5175,2010
ERIE,DIAZINON,0.02,2010
ERIE,DICHLORVOS,131.14705,2010
ERIE,DICROTOPHOS,1.0414,2010
ERIE,DIMETHOATE,1222.35,2010
ERIE,FENAMIPHOS,0.04775,2010
ERIE,GLYPHOSATE,43.70404,2010
ERIE,PHOSMET,0.7,2010
ERIE,PROPETAMPHOS,0.03591,2010
ERIE,TRICHLORFON,1755.54876,2010
ESSEX,CHLORPYRIFOS,9.265028,2010
ESSEX,DICHLORVOS,0.02604,2010
ESSEX,GLYPHOSATE,3.10575,2010
ESSEX,TRICHLORFON,39.6056,2010
FRANKLIN,CHLORPYRIFOS,0.56628,2010
FRANKLIN,GLYPHOSATE,18.86,2010
FULTON,DICHLORVOS,0.031674,2010
FULTON,DIOXATHION,0.0015,2010
FULTON,TRICHLORFON,25.93674,2010
GENESEE,DICROTOPHOS,0.0082,2010
GENESEE,DIMETHOATE,533.88855,2010
GENESEE,GLYPHOSATE,136.1979,2010
GENESEE,TRICHLORFON,8.56344,2010
GREENE,CHLORPYRIFOS,5.05062,2010
GREENE,DIMETHOATE,143.55,2010
GREENE,GLYPHOSATE,3.32525,2010
HAMILTON,CHLORPYRIFOS,8.143448,2010
HAMILTON,ISOFENPHOS,1.5466,2010
HAMILTON,TRICHLORFON,11.16,2010
HERKIMER,ACEPHATE,2.00E-04,2010
HERKIMER,CHLORPYRIFOS,3.571964,2010
HERKIMER,GLYPHOSATE,10.49395,2010
HERKIMER,TRICHLORFON,0.372,2010
IllegibleCounty,ACEPHATE,0.0864,2010
InvalidCounty,DICHLORVOS,0.03,2010
JEFFERSON,CHLORPYRIFOS,107.48835,2010
JEFFERSON,DICHLORVOS,0.00744,2010
JEFFERSON,GLYPHOSATE,356.21005,2010
KINGS,ACEPHATE,63.74084,2010
KINGS,CHLORPYRIFOS,0.6293569,2010
KINGS,DIAZINON,0.0055,2010
KINGS,DICHLORVOS,6.741614,2010
KINGS,FENSULFOTHION,0.046725,2010
KINGS,PHORATE,243.7935,2010
KINGS,PROPETAMPHOS,3.95955,2010
KINGS,TEMEPHOS,0.012825,2010
KINGS,TRICHLORFON,6.67,2010
LEWIS,CHLORPYRIFOS,1.334,2010
LEWIS,GLYPHOSATE,249.43375,2010
LIVINGSTON,ACEPHATE,0.03,2010
LIVINGSTON,DIMETHOATE,64.2582,2010
LIVINGSTON,GLYPHOSATE,496.5141,2010
LIVINGSTON,PROPETAMPHOS,0.01512,2010
LIVINGSTON,TRICHLORFON,1.24,2010
MADISON,ACEPHATE,0.0979,2010
MADISON,CHLORPYRIFOS,2.53866,2010
MADISON,GLYPHOSATE,129.23219,2010
MADISON,PHOSMET,5.6,2010
MADISON,TRICHLORFON,3.844,2010
MONROE,ACEPHATE,3.55868,2010
MONROE,AZINPHOS-METHYL,3.00E-04,2010
MONROE,CHLORPYRIFOS,1.56741,2010
MONROE,DIAZINON,0.0072,2010
MONROE,DICHLORVOS,0.053994,2010
MONROE,DICROTOPHOS,0.1476,2010
MONROE,DIMETHOATE,145.725,2010
MONROE,DISULFOTON,0.0413,2010
MONROE,GLYPHOSATE,39.33745,2010
MONROE,PARATHION,46.525,2010
MONROE,PROPETAMPHOS,195.50538,2010
MONROE,TRICHLORFON,2736.9304,2010
MONTGOMERY,DICHLORVOS,0.4557,2010
MONTGOMERY,TRICHLORFON,5.394,2010
NASSAU,ACEPHATE,1145.861,2010
NASSAU,BENSULIDE,456.5258,2010
NASSAU,CHLORPYRIFOS,168.054608,2010
NASSAU,DIAZINON,12.90672,2010
NASSAU,DICHLORVOS,3.3770776,2010
NASSAU,DICROTOPHOS,0.041,2010
NASSAU,DISULFOTON,1.00E-04,2010
NASSAU,GLYPHOSATE,0.1698,2010
NASSAU,ISOFENPHOS,4.425,2010
NASSAU,NALED,0.189,2010
NASSAU,PHORATE,58.5,2010
NASSAU,PROPETAMPHOS,3.59289,2010
NASSAU,TRICHLORFON,7720.62162,2010
NEWYORK,ACEPHATE,64.07906,2010
NEWYORK,CHLORPYRIFOS,0.35955,2010
NEWYORK,DICHLORVOS,36.26158,2010
NEWYORK,DISULFOTON,0.015,2010
NEWYORK,FENSULFOTHION,0.356445,2010
NEWYORK,NALED,1.9545,2010
NEWYORK,PHORATE,94.9905,2010
NEWYORK,PHOSMET,0.009,2010
NEWYORK,PROPETAMPHOS,9.15516,2010
NEWYORK,RONNEL,5.00E-05,2010
NEWYORK,TRICHLORFON,0.928,2010
NIAGARA,ACEPHATE,2.2464,2010
NIAGARA,CHLORPYRIFOS,6.00E-05,2010
NIAGARA,DICHLORVOS,5.00E-05,2010
NIAGARA,DICROTOPHOS,0.1558,2010
NIAGARA,DIMETHOATE,489.375,2010
NIAGARA,DISULFOTON,0.06,2010
NIAGARA,GLYPHOSATE,66.3175,2010
NIAGARA,PROPETAMPHOS,0.0189,2010
NIAGARA,TRICHLORFON,1007.12448,2010
ONEIDA,ACEPHATE,0.4525,2010
ONEIDA,CHLORPYRIFOS,7.633824,2010
ONEIDA,DIAZINON,0.00095,2010
ONEIDA,DICHLORVOS,0.028,2010
ONEIDA,DICROTOPHOS,0.0164,2010
ONEIDA,GLYPHOSATE,189.86285,2010
ONEIDA,ISOFENPHOS,2.52,2010
ONEIDA,PROPETAMPHOS,0.01134,2010
ONEIDA,TRICHLORFON,63.552,2010
ONONDAGA,ACEPHATE,2.6398,2010
ONONDAGA,CHLORPYRIFOS,6.64876,2010
ONONDAGA,CROTOXYPHOS,0.06,2010
ONONDAGA,DIAZINON,0.00625,2010
ONONDAGA,DICHLORVOS,0.24008,2010
ONONDAGA,DICROTOPHOS,0.2378,2010
ONONDAGA,GLYPHOSATE,175.45795,2010
ONONDAGA,RONNEL,5.00E-05,2010
ONONDAGA,TRICHLORFON,305.3773,2010
ONTARIO,ACEPHATE,2.9112,2010
ONTARIO,CHLORPYRIFOS,5.21755,2010
ONTARIO,CHLORPYRIFOS-METHYL,0.76032,2010
ONTARIO,DIAZINON,1.6173,2010
ONTARIO,DICHLORVOS,0.18506,2010
ONTARIO,DICROTOPHOS,0.0082,2010
ONTARIO,GLYPHOSATE,387.62425,2010
ONTARIO,MEVINPHOS,4.00E-04,2010
ONTARIO,PHOSMET,350.14,2010
ONTARIO,PIRIMIPHOS-METHYL,0.2907,2010
ONTARIO,TRICHLORFON,126.51232,2010
ORANGE,ACEPHATE,1.9206,2010
ORANGE,BENSULIDE,9.2966,2010
ORANGE,CHLORPYRIFOS,9.03308,2010
ORANGE,DICHLORVOS,0.35898,2010
ORANGE,DICROTOPHOS,0.0082,2010
ORANGE,PROPETAMPHOS,0.00945,2010
ORANGE,TRICHLORFON,120.45986,2010
ORLEANS,DIMETHOATE,101.034,2010
ORLEANS,GLYPHOSATE,30.75,2010
ORLEANS,PARATHION-METHYL,10.95,2010
ORLEANS,TRICHLORFON,3.40628,2010
OSWEGO,CHLORPYRIFOS,14.6079,2010
OSWEGO,DICHLORVOS,0.007494,2010
OSWEGO,DICROTOPHOS,0.0082,2010
OSWEGO,DIMETHOATE,31.1025,2010
OSWEGO,DIOXATHION,0.0015,2010
OSWEGO,GLYPHOSATE,13.09335,2010
OSWEGO,METHAMIDOPHOS,3.7,2010
OSWEGO,TRICHLORFON,17.767,2010
OTSEGO,ACEPHATE,0.1746,2010
OTSEGO,CHLORPYRIFOS,3.00E-04,2010
OTSEGO,GLYPHOSATE,50.71179,2010
OTSEGO,TRICHLORFON,11.29392,2010
PUTNAM,AZINPHOS-METHYL,0.08398,2010
PUTNAM,CHLORPYRIFOS,3.3145,2010
PUTNAM,DICHLORVOS,0.23436,2010
PUTNAM,OXYDEMETON-METHYL,0.005,2010
PUTNAM,PARATHION,0.0076,2010
PUTNAM,PHOSMET,0.35,2010
PUTNAM,PROPETAMPHOS,0.01701,2010
PUTNAM,TRICHLORFON,20.17294,2010
QUEENS,ACEPHATE,254.24708,2010
QUEENS,BENSULIDE,59.0325,2010
QUEENS,CHLORPYRIFOS,5.7079,2010
QUEENS,DIAZINON,0.00678,2010
QUEENS,DICHLORVOS,11.065309,2010
QUEENS,DICROTOPHOS,0.0164,2010
QUEENS,FENSULFOTHION,0.070755,2010
QUEENS,GLYPHOSATE,2.83,2010
QUEENS,NALED,0.15,2010
QUEENS,OXYDEMETON-METHYL,0.08,2010
QUEENS,PHORATE,28.3935,2010
QUEENS,PROPETAMPHOS,6.4638,2010
QUEENS,TRICHLORFON,134.49389,2010
RENSSELAER,BENSULIDE,12.58,2010
RENSSELAER,CHLORPYRIFOS,6.45338,2010
RENSSELAER,DICHLORVOS,0.09672,2010
RENSSELAER,GLYPHOSATE,0.00283,2010
RENSSELAER,PROPETAMPHOS,0.06048,2010
RENSSELAER,TRICHLORFON,41.416,2010
RICHMOND,ACEPHATE,2.4006,2010
RICHMOND,CHLORPYRIFOS,2.86057,2010
RICHMOND,DIAZINON,0.046,2010
RICHMOND,DICHLORVOS,6.84852,2010
RICHMOND,DISULFOTON,0.028,2010
RICHMOND,PHORATE,158.4,2010
RICHMOND,PROPETAMPHOS,0.32697,2010
RICHMOND,TRICHLORFON,46.5,2010
ROCKLAND,ACEPHATE,6.847046,2010
ROCKLAND,BENSULIDE,31.834225,2010
ROCKLAND,CHLORPYRIFOS,16.38591,2010
ROCKLAND,DICHLORVOS,1.91769,2010
ROCKLAND,DICROTOPHOS,0.041,2010
ROCKLAND,DIMETHOATE,13.05,2010
ROCKLAND,FENTHION,0.0095,2010
ROCKLAND,ISOFENPHOS,0.75,2010
