,county,ai_name,AIused,year
214,WAYNE,PARATHION,4.3,2012
215,WAYNE,TRICHLORFON,7.18022,2012
216,WESTCHESTER,ACEPHATE,85.969284,2012
217,WESTCHESTER,CHLORPYRIFOS,108.2925922,2012
218,WESTCHESTER,DICHLORVOS,10.07384,2012
219,WESTCHESTER,DICROTOPHOS,0.0656,2012
220,WESTCHESTER,PHOSMET,6.615,2012
221,WESTCHESTER,TRICHLORFON,1246.3956,2012
222,WYOMING,CHLORPYRIFOS,4.520356,2012
223,WYOMING,DICHLORVOS,0.03348,2012
224,WYOMING,GLYPHOSATE,347.73249,2012
