,X,cnty_name,ai_name,AIused,year
386,386,WAYNE,DIMETHOATE,21.20625,2009
387,387,WAYNE,GLYPHOSATE,257.3448,2009
388,388,WAYNE,METHAMIDOPHOS,19.8,2009
389,389,WAYNE,PARATHION,0.00934,2009
390,390,WAYNE,TRICHLORFON,198.31083,2009
391,391,WESTCHESTER,ACEPHATE,4333.683577,2009
392,392,WESTCHESTER,BENSULIDE,116.454,2009
393,393,WESTCHESTER,CHLORPYRIFOS,111.7457578,2009
394,394,WESTCHESTER,DIAZINON,9.99482,2009
395,395,WESTCHESTER,DICHLORVOS,16.03007,2009
396,396,WESTCHESTER,DICROTOPHOS,0.3362,2009
397,397,WESTCHESTER,DIMETHOATE,53.6708,2009
398,398,WESTCHESTER,DISULFOTON,0.12,2009
399,399,WESTCHESTER,FENAMIPHOS,123.5,2009
400,400,WESTCHESTER,GLYPHOSATE,0.01415,2009
401,401,WESTCHESTER,PARATHION,0.003,2009
402,402,WESTCHESTER,PHOSMET,8.995,2009
403,403,WESTCHESTER,PROPETAMPHOS,0.92421,2009
404,404,WESTCHESTER,RONNEL,0.223445,2009
405,405,WESTCHESTER,TEMEPHOS,0.006498,2009
406,406,WESTCHESTER,TRICHLORFON,1915.94994,2009
407,407,WYOMING,CHLORFENVINPHOS,0.5,2009
408,408,WYOMING,CHLORPYRIFOS,3.767576,2009
409,409,WYOMING,DIMETHOATE,9.0306,2009
410,410,WYOMING,GLYPHOSATE,141.3229,2009
411,411,WYOMING,METHAMIDOPHOS,30.268,2009
412,412,WYOMING,TRICHLORFON,16.12,2009
413,413,YATES,CHLORPYRIFOS,0.00449,2009
414,414,YATES,DICROTOPHOS,0.0082,2009
415,415,YATES,GLYPHOSATE,6.72605,2009
416,416,YATES,TRICHLORFON,0.94178,2009
