,county,ai_name,AIused,year
97,HERKIMER,ACEPHATE,0.0388,2013
98,HERKIMER,CHLORPYRIFOS,3.396632,2013
99,HERKIMER,DICHLORVOS,0.00372,2013
100,HERKIMER,GLYPHOSATE,11.9925,2013
101,HERKIMER,TRICHLORFON,13.37,2013
102,InvalidCounty,FENSULFOTHION,0.00267,2013
103,InvalidCounty,PROPETAMPHOS,0.00567,2013
104,InvalidCounty,TRICHLORFON,0.279,2013
105,IrregularCounty,OXYDEMETON-METHYL,0.005,2013
106,JEFFERSON,ACEPHATE,3e-04,2013
107,JEFFERSON,CHLORPYRIFOS,2.023914,2013
108,JEFFERSON,DICHLORVOS,0.01116,2013
109,JEFFERSON,GLYPHOSATE,147.77015,2013
110,JEFFERSON,TRICHLORFON,0.00373,2013
111,KINGS,ACEPHATE,26.84714,2013
112,KINGS,CHLORPYRIFOS,1.6437997,2013
113,KINGS,DIAZINON,0.02,2013
114,KINGS,DICHLORVOS,8.501263,2013
115,KINGS,PHORATE,0.306,2013
116,KINGS,PROPETAMPHOS,1.20771,2013
117,KINGS,TEMEPHOS,0.011799,2013
118,KINGS,TRICHLORFON,17.532,2013
119,LEWIS,ACEPHATE,0.08766,2013
120,LEWIS,CHLORPYRIFOS,0.6705,2013
121,LEWIS,GLYPHOSATE,205.123,2013
122,LIVINGSTON,CHLORPYRIFOS,6.9105,2013
123,LIVINGSTON,GLYPHOSATE,397.86535,2013
124,LIVINGSTON,TRICHLORFON,2.108,2013
125,MADISON,ACEPHATE,0.0683,2013
126,MADISON,CHLORPYRIFOS,2.488134,2013
127,MADISON,DICHLORVOS,0.02046,2013
128,MADISON,GLYPHOSATE,349.80175,2013
129,MADISON,TRICHLORFON,0.186,2013
130,MONROE,ACEPHATE,6.27398,2013
131,MONROE,CHLORPYRIFOS,3.60484,2013
132,MONROE,DIAZINON,0.0019,2013
133,MONROE,DICHLORVOS,0.176387,2013
134,MONROE,GLYPHOSATE,62.1601,2013
135,MONROE,TRICHLORFON,667.31406,2013
136,MONTGOMERY,CHLORPYRIFOS,0.24695,2013
137,MONTGOMERY,PROPETAMPHOS,0.40257,2013
138,MONTGOMERY,TRICHLORFON,33.9915,2013
139,NASSAU,ACEPHATE,238.31508,2013
140,NASSAU,BENSULIDE,88.0957,2013
141,NASSAU,CHLORPYRIFOS,603.945966,2013
142,NASSAU,DIAZINON,0.695,2013
143,NASSAU,DICHLORVOS,7.587198,2013
144,NASSAU,DICROTOPHOS,0.0082,2013
145,NASSAU,ETHOPROP,0.00696,2013
146,NASSAU,ISOFENPHOS,5.5656,2013
147,NASSAU,OXYDEMETON-METHYL,0.15,2013
148,NASSAU,PARATHION,0.0026,2013
149,NASSAU,PROPETAMPHOS,0.50841,2013
150,NASSAU,TRICHLORFON,6495.95442,2013
151,NEWYORK,ACEPHATE,80.9436,2013
152,NEWYORK,CHLORPYRIFOS,0.38119,2013
153,NEWYORK,DICHLORVOS,299.384983,2013
154,NEWYORK,DICROTOPHOS,0.0328,2013
155,NEWYORK,FENSULFOTHION,0.01335,2013
156,NEWYORK,PARATHION,0.0019,2013
157,NEWYORK,PROPETAMPHOS,0.84294,2013
158,NEWYORK,RONNEL,7.5e-05,2013
159,NEWYORK,TRICHLORFON,4.3295,2013
160,NIAGARA,ACEPHATE,0.6656,2013
161,NIAGARA,CHLORPYRIFOS,0.02016,2013
162,NIAGARA,DICHLORVOS,0.00186,2013
163,NIAGARA,DICROTOPHOS,0.0984,2013
164,NIAGARA,DISULFOTON,0.02,2013
165,NIAGARA,GLYPHOSATE,311.5475,2013
166,NIAGARA,PARATHION,61.758,2013
167,NIAGARA,TRICHLORFON,34.56004,2013
168,ONEIDA,ACEPHATE,1.8543,2013
169,ONEIDA,BENSULIDE,1.15,2013
170,ONEIDA,CHLORPYRIFOS,12.0447,2013
171,ONEIDA,DIAZINON,0.00015,2013
172,ONEIDA,DICHLORVOS,0.1194306,2013
173,ONEIDA,GLYPHOSATE,231.0268,2013
174,ONEIDA,ISOFENPHOS,5.04,2013
175,ONEIDA,TRICHLORFON,26.3066,2013
176,ONONDAGA,ACEPHATE,3.2586,2013
177,ONONDAGA,BENSULIDE,12.58,2013
178,ONONDAGA,CHLORPYRIFOS,2.88616,2013
179,ONONDAGA,DICHLORVOS,0.40186,2013
180,ONONDAGA,DICROTOPHOS,0.041,2013
181,ONONDAGA,GLYPHOSATE,752.77845,2013
182,ONONDAGA,TRICHLORFON,34.6208,2013
183,ONTARIO,ACEPHATE,100.3895,2013
184,ONTARIO,CHLORPYRIFOS,9.269044,2013
185,ONTARIO,CHLORPYRIFOS-METHYL,1.33488,2013
186,ONTARIO,DIAZINON,0.5,2013
187,ONTARIO,DICHLORVOS,0.19902,2013
188,ONTARIO,GLYPHOSATE,336.80475,2013
189,ONTARIO,PHOSMET,116.893,2013
190,ONTARIO,PHOSPHAMIDON,0.0234,2013
191,ONTARIO,TEMEPHOS,0.3526,2013
192,ONTARIO,TRICHLORFON,17.67,2013
193,ORANGE,ACEPHATE,6.7971,2013
194,ORANGE,BENSULIDE,1.0764,2013
195,ORANGE,CHLORPYRIFOS,77.529002,2013
196,ORANGE,DICHLORVOS,1.57356,2013
197,ORANGE,DICROTOPHOS,0.0082,2013
198,ORANGE,PHORATE,1.625,2013
199,ORANGE,PROPETAMPHOS,0.13797,2013
200,ORANGE,TRICHLORFON,294.44414,2013
201,ORLEANS,CHLORPYRIFOS,0.012054,2013
202,ORLEANS,DICHLORVOS,0.00744,2013
203,ORLEANS,DICROTOPHOS,0.0082,2013
204,ORLEANS,GLYPHOSATE,194.6475,2013
205,ORLEANS,TRICHLORFON,3.09194,2013
206,OSWEGO,GLYPHOSATE,51.84245,2013
207,OTSEGO,CHLORPYRIFOS,2.345,2013
208,OTSEGO,GLYPHOSATE,189.58314,2013
209,OTSEGO,TRICHLORFON,8.866,2013
210,PUTNAM,ACEPHATE,0.3882,2013
211,PUTNAM,BENSULIDE,2.56,2013
212,PUTNAM,CHLORPYRIFOS,2.5966,2013
213,PUTNAM,DICHLORVOS,0.093,2013
214,PUTNAM,DICROTOPHOS,0.0164,2013
215,PUTNAM,PROPETAMPHOS,0.12852,2013
216,PUTNAM,TRICHLORFON,61.8388,2013
217,QUEENS,ACEPHATE,74.89396,2013
218,QUEENS,BENSULIDE,6.9,2013
219,QUEENS,CHLORPYRIFOS,14.176905,2013
220,QUEENS,DIAZINON,0.035,2013
221,QUEENS,DICHLORVOS,15.271617,2013
222,QUEENS,DICROTOPHOS,0.0082,2013
223,QUEENS,ETHION,0.0064,2013
224,QUEENS,FENTHION,1.1115,2013
225,QUEENS,PROPETAMPHOS,1.6254,2013
226,QUEENS,TRICHLORFON,52.74874,2013
227,RENSSELAER,BENSULIDE,2.3,2013
228,RENSSELAER,CHLORPYRIFOS,0.832748,2013
229,RENSSELAER,EPN,0.00628,2013
230,RENSSELAER,PARATHION-METHYL,0.00628,2013
231,RENSSELAER,TRICHLORFON,42.2189,2013
232,RICHMOND,CHLORPYRIFOS,18.998968,2013
233,RICHMOND,DICHLORVOS,0.64356,2013
234,RICHMOND,OXYDEMETON-METHYL,0.005,2013
235,RICHMOND,PROPETAMPHOS,0.35343,2013
236,RICHMOND,TRICHLORFON,91.65491,2013
237,ROCKLAND,ACEPHATE,5.58102,2013
238,ROCKLAND,BENSULIDE,54.1625,2013
239,ROCKLAND,CHLORPYRIFOS,26.512625,2013
240,ROCKLAND,DICHLORVOS,0.215785,2013
241,ROCKLAND,DICROTOPHOS,1.1152,2013
242,ROCKLAND,ISOFENPHOS,6.15,2013
243,ROCKLAND,PROPETAMPHOS,0.99603,2013
244,ROCKLAND,TRICHLORFON,234.63538,2013
245,SARATOGA,AZINPHOS-METHYL,0.04862,2013
246,SARATOGA,BENSULIDE,3.145,2013
247,SARATOGA,CHLORPYRIFOS,8.3503149,2013
248,SARATOGA,DICHLORVOS,0.1302,2013
249,SARATOGA,PHOSMET,0.035,2013
250,SARATOGA,PROPETAMPHOS,6.39765,2013
251,SARATOGA,TRICHLORFON,335.66738,2013
252,SCHENECTADY,BENSULIDE,41.99,2013
253,SCHENECTADY,CHLORPYRIFOS,1.586612,2013
254,SCHENECTADY,DICHLORVOS,0.0037944,2013
255,SCHENECTADY,PROPETAMPHOS,0.36666,2013
256,SCHENECTADY,TRICHLORFON,39.00978,2013
257,SCHOHARIE,GLYPHOSATE,12.91329,2013
258,SCHUYLER,CHLORPYRIFOS-METHYL,1.41912,2013
259,SCHUYLER,DICHLORVOS,0.00744,2013
260,SENECA,CHLORPYRIFOS,3.8165,2013
261,SENECA,GLYPHOSATE,168.6436,2013
262,SENECA,PHOSMET,60.2,2013
263,ST.LAWRENCE,CHLORPYRIFOS,8.978702,2013
264,ST.LAWRENCE,DICROTOPHOS,0.0082,2013
265,ST.LAWRENCE,TRICHLORFON,12.4,2013
266,STEUBEN,ACEPHATE,0.0679,2013
267,STEUBEN,CHLORPYRIFOS,6e-04,2013
268,STEUBEN,DICHLORVOS,0.1581,2013
269,STEUBEN,GLYPHOSATE,76.5675,2013
270,STEUBEN,TEMEPHOS,2.9025,2013
271,SUFFOLK,ACEPHATE,312.43594,2013
272,SUFFOLK,AZINPHOS-METHYL,0.634584,2013
273,SUFFOLK,BENSULIDE,102.38595,2013
274,SUFFOLK,CHLORPYRIFOS,280.2339725,2013
275,SUFFOLK,DIAZINON,0.001,2013
276,SUFFOLK,DICHLORVOS,2.43479,2013
277,SUFFOLK,DICROTOPHOS,0.1394,2013
278,SUFFOLK,DIMETHOATE,0.6699,2013
279,SUFFOLK,DISULFOTON,1.5538,2013
280,SUFFOLK,GLYPHOSATE,0.8207,2013
281,SUFFOLK,ISOFENPHOS,9.9015,2013
282,SUFFOLK,OXYDEMETON-METHYL,0.035,2013
283,SUFFOLK,PARATHION,0.21811,2013
284,SUFFOLK,PROPETAMPHOS,0.30429,2013
285,SUFFOLK,TERBUFOS,7,2013
286,SUFFOLK,TRICHLORFON,3878.66088,2013
287,SULLIVAN,ACEPHATE,0.0192,2013
288,SULLIVAN,CHLORPYRIFOS,2.475474,2013
289,SULLIVAN,DICHLORVOS,0.33666,2013
290,SULLIVAN,GLYPHOSATE,1.91025,2013
291,SULLIVAN,TRICHLORFON,22.506,2013
292,TIOGA,CHLORPYRIFOS,3.31379,2013
293,TIOGA,DICHLORVOS,0.00744,2013
294,TIOGA,GLYPHOSATE,34.87949,2013
295,TIOGA,TRICHLORFON,2.356,2013
296,TOMPKINS,ACEPHATE,10.06944,2013
297,TOMPKINS,CHLORPYRIFOS,4.0972,2013
298,TOMPKINS,DICHLORVOS,0.02604,2013
299,TOMPKINS,GLYPHOSATE,243.4375,2013
300,TOMPKINS,PHOSMET,18.2,2013
301,ULSTER,ACEPHATE,0.3001,2013
302,ULSTER,BENSULIDE,1.15,2013
303,ULSTER,CHLORPYRIFOS,0.01943,2013
304,ULSTER,DICHLORVOS,0.2139,2013
305,ULSTER,GLYPHOSATE,8.856,2013
306,ULSTER,PHOSMET,36.946,2013
307,ULSTER,TRICHLORFON,3.41,2013
308,UnreportedCounty,CHLORPYRIFOS,3e-04,2013
309,UnreportedCounty,PROPETAMPHOS,0.00189,2013
310,UnreportedCounty,TRICHLORFON,0.558,2013
311,WARREN,ACEPHATE,0.0028,2013
312,WARREN,BENSULIDE,1.84,2013
313,WARREN,CHLORPYRIFOS,3.2436,2013
314,WARREN,PROPETAMPHOS,0.4725,2013
315,WARREN,TRICHLORFON,41.47663,2013
316,WASHINGTON,BENSULIDE,2.3,2013
317,WASHINGTON,CHLORPYRIFOS,0.63027,2013
318,WASHINGTON,PHOSMET,0.035,2013
319,WASHINGTON,TRICHLORFON,11.935,2013
320,WAYNE,ACEPHATE,0.45516,2013
321,WAYNE,CHLORPYRIFOS,7.372614,2013
322,WAYNE,GLYPHOSATE,381.61588,2013
323,WAYNE,PARATHION,4.3,2013
324,WAYNE,TRICHLORFON,7.18022,2013
325,WESTCHESTER,ACEPHATE,86.719284,2013
326,WESTCHESTER,BENSULIDE,56.5846,2013
327,WESTCHESTER,CHLORPYRIFOS,487.1978822,2013
328,WESTCHESTER,DICHLORVOS,10.07588,2013
329,WESTCHESTER,DICROTOPHOS,0.0656,2013
330,WESTCHESTER,PHOSMET,6.615,2013
331,WESTCHESTER,PROPETAMPHOS,1.07541,2013
332,WESTCHESTER,TEMEPHOS,5.25,2013
333,WESTCHESTER,TRICHLORFON,1307.78185,2013
334,WYOMING,CHLORPYRIFOS,5.190856,2013
335,WYOMING,DICHLORVOS,0.03348,2013
336,WYOMING,GLYPHOSATE,343.08615,2013
337,YATES,DICHLORVOS,0.00744,2013
